Name of Commodity,Variation,Year,Month,Rainfall,Temperature,Humidity,Pesticide,Price
Oil seed,Til,2020,January,10,23,84,4333,6080
Oil seed,Nut,2020,January,68,23,74,4333,9453
Oil,Mustard,2020,January,76,27,71,4333,12853
Oil,Soyabeen,2020,January,46,24,75,4333,8681
Oil,Pulm,2020,January,36,27,75,4333,7398
Oil,Ghee (dalda),2020,January,79,27,85,4333,8298
Oil,Butter oil,2020,January,80,27,85,4333,64000
Oil,Coconut,2020,January,22,25,70,4333,22884
khail,Mustard,2020,January,55,24,83,4333,3341
khail,Til,2020,January,63,24,77,4333,3446
khail,Others,2020,January,27,25,74,4333,3503
Spice,Onion local,2020,January,61,23,73,4333,10642
Spice,Onion imported,2020,January,23,24,71,4333,8593
Spice,Garlic local,2020,January,59,27,85,4333,15391
Spice,Garlic imported,2020,January,27,26,80,4333,13735
Spice,Chilli dried,2020,January,75,24,71,4333,21923
Spice,Green chilli,2020,January,32,26,85,4333,4041
Spice,Ginger local,2020,January,32,24,82,4333,11853
Spice,Ginger imported,2020,January,56,27,70,4333,11825
Spice,Turmeric round,2020,January,17,24,82,4333,13333
Spice,Turmeric long,2020,January,64,26,86,4333,12811
Spice,Coriander old,2020,January,27,23,72,4333,9814
Spice,Coriander new,2020,January,58,27,83,4333,10000
Jute,White/tosha top,2020,January,44,24,85,4333,"2,825"
Jute,Middle,2020,January,35,26,87,4333,"4,438"
Jute,B-botom,2020,January,58,25,76,4333,-
Jute,C -bottom,2020,January,33,24,79,4333,-
Jute,Cross botom,2020,January,58,23,84,4333,-
Jute,,2020,January,14,23,75,4333,January
Jute,Smr,2020,January,36,24,87,4333,-
Jute,Gor chhat,2020,January,12,27,79,4333,-
Jute,Mesta gor chhat,2020,January,76,26,71,4333,"4,163"
Cotton,Shimul,2020,January,37,26,74,4333,"33,842"
Cotton,carpus,2020,January,9,27,72,4333,"14,150"
Tobbaco,Jati heavy,2020,January,75,23,75,4333,"10,600"
Tobbaco,Jati Medium,2020,January,64,26,70,4333,"8,500"
Tobbaco,Jati general,2020,January,38,24,70,4333,"6,600"
Tobbaco,Motihar heavy,2020,January,70,26,73,4333,"14,410"
Tobbaco,Motihar medium,2020,January,61,24,83,4333,"10,756"
Tobbaco,Moti general,2020,January,62,25,87,4333,"7,617"
Tobbaco,Varginia(heat),2020,January,77,25,83,4333,-
Tobbaco,Bangla-1 (heat),2020,January,76,26,76,4333,-
Tobbaco,,2020,January,32,23,75,4333,
Tobbaco,"Bangle-2 ,,",2020,January,15,23,85,4333,-
Tobbaco,"Bangle-3 ,,",2020,January,59,24,73,4333,-
Tobbaco,"Bangle-4 ,,",2020,January,78,27,71,4333,-
Tobbaco,"Bangla-5 ,,",2020,January,38,25,83,4333,-
Tobbaco,"Bangle-6 ,,",2020,January,56,25,80,4333,-
Tobbaco,"Bang;a-7 ,,",2020,January,11,24,87,4333,-
Tobbaco,"Bang;a-8 ,,",2020,January,61,24,76,4333,-
Tobbaco,Varginia(air),2020,January,5,23,77,4333,-
Tobbaco,Dv- 1(air),2020,January,7,26,78,4333,-
Tobbaco,"DV-2 ,,",2020,January,16,23,81,4333,-
Tobbaco,"DV-3 ,,",2020,January,76,24,83,4333,-
"Hide skin:
COW",Light,2020,January,72,23,84,4333,"24,131"
"Hide skin:
COW",,2020,January,61,26,76,4333,
"Hide skin:
COW",,2020,January,46,23,73,4333,
"Hide skin:
COW",Medium,2020,January,15,27,70,4333,"37,547"
"Hide skin:
COW",heavy,2020,January,13,24,74,4333,"57,441"
"Hide skin:
COW",katachera,2020,January,75,24,79,4333,"12,305"
"Hide skin
Bufello",heavy,2020,January,60,24,76,4333,"50,800"
"Hide skin
Bufello",,2020,January,32,27,72,4333,
"Hide skin
Bufello",,2020,January,40,26,81,4333,
"Hide skin
Bufello",medium,2020,January,68,25,80,4333,"39,125"
"Hide skin
Bufello",katachera,2020,January,11,27,74,4333,-
Hide skin,Sheep,2020,January,63,24,87,4333,"3,639"
Hide skin,Goat,2020,January,47,23,86,4333,"6,310"
"Chemical
fertilizer",Uria 50 kg,2020,January,12,23,85,4333,787
"Chemical
fertilizer",,2020,January,70,23,82,4333,
"Chemical
fertilizer",,2020,January,19,25,82,4333,
"Chemical
fertilizer","TSP ,,",2020,January,19,23,84,4333,"1,092"
"Chemical
fertilizer","DAP ,,",2020,January,78,26,83,4333,788
"Chemical
fertilizer","MP ,,",2020,January,58,25,70,4333,733
"Chemical
fertilizer",Zinc LOCAL,2020,January,11,27,70,4333,"3,120"
"Chemical
fertilizer",Zinc foreign,2020,January,71,24,77,4333,"3,937"
"Chemical
fertilizer",Zipsum,2020,January,14,23,77,4333,169
Organic,Cowdung,2020,January,69,25,79,4333,117
Organic,,2020,January,23,23,71,4333,January
fertilizer,,2020,January,63,26,81,4333,
Powder milk,Bag,2020,January,12,25,77,4333,"55,000"
Cow Milk,liquid,2020,January,69,24,83,4333,"5,207"
Cow Milk,milkvita,2020,January,40,27,73,4333,-
Gawa ghee,-,2020,January,14,27,77,4333,"80,720"
Dano,--,2020,January,45,26,86,4333,"6,619"
Red cow,-,2020,January,33,27,77,4333,"6,390"
Anchor,-,2020,January,63,25,82,4333,"6,090"
"Condensed
milk",One kartoon,2020,January,45,24,78,4333,"2,183"
"Condensed
milk",,2020,January,48,25,73,4333,
"Condensed
milk",,2020,January,31,26,74,4333,
"Hen/chicken-
Live",Local large(900gm+),2020,January,21,27,73,4333,"33,661"
"Hen/chicken-
Live",,2020,January,26,23,72,4333,
"Hen/chicken-
Live",,2020,January,35,25,77,4333,
"Hen/chicken-
Live",",, medium(700gm+)",2020,January,82,27,71,4333,"32,891"
"Hen/chicken-
Live",",, small(500gm+)",2020,January,63,26,70,4333,"33,522"
"Hen/chicken-
Live",Farm broiler,2020,January,27,23,77,4333,"10,450"
"Hen/chicken-
Live",Duck,2020,January,22,27,85,4333,"24,143"
Meat,Cow,2020,January,31,24,84,4333,"49,541"
Meat,Goat,2020,January,16,23,78,4333,"67,740"
Egg,Chicken local,2020,January,10,27,84,4333,"1,061"
Egg,Farm red,2020,January,6,24,81,4333,728
Egg,,2020,January,52,25,71,4333,
Egg,,2020,January,15,23,79,4333,
Egg,Farm white,2020,January,76,23,72,4333,-
Egg,duck,2020,January,25,23,86,4333,"1,037"
Fish (Ka):Fresh,Rui local big(5+kg),2020,January,54,25,72,4333,"36,625"
Fish (Ka):Fresh,"Rui local
(2.5+kg)medium",2020,January,31,25,70,4333,"29,724"
Fish (Ka):Fresh,,2020,January,64,26,87,4333,
Fish (Ka):Fresh,,2020,January,25,25,73,4333,
Fish (Ka):Fresh,"Rui local small
(1.5+kg)",2020,January,29,24,77,4333,"25,508"
Fish (Ka):Fresh,,2020,January,61,26,76,4333,
Fish (Ka):Fresh,,2020,January,30,23,70,4333,
Fish (Ka):Fresh,"Imported
medium(2.5+kg)",2020,January,80,26,70,4333,"23,888"
Fish (Ka):Fresh,,2020,January,74,26,76,4333,
Fish (Ka):Fresh,,2020,January,48,24,78,4333,
Fish (Ka):Fresh,Imported small,2020,January,21,27,80,4333,"21,823"
Fish (Ka):Fresh,Katal large,2020,January,53,23,74,4333,"35,120"
Fish (Ka):Fresh,medium,2020,January,24,25,80,4333,"28,512"
Fish (Ka):Fresh,small,2020,January,63,23,75,4333,"23,123"
Fish (Ka):Live,Mrigel large,2020,January,26,26,73,4333,"20,393"
Fish (Ka):Live,small,2020,January,70,26,87,4333,"15,621"
Fish (Ka):Live,Airr large,2020,January,42,23,71,4333,"58,313"
Fish (Ka):Live,small,2020,January,82,24,79,4333,"47,329"
Fish (Ka):Live,Boal large,2020,January,81,24,86,4333,"65,400"
Fish (Ka):Live,Small,2020,January,20,27,75,4333,"40,478"
Fish (Ka):Live,Chital large,2020,January,5,26,84,4333,"85,000"
Fish (Ka):Live,Chital small,2020,January,48,26,76,4333,"31,750"
Fish (Ka):Live,Pangush larges,2020,January,9,26,85,4333,"11,743"
Fish (Ka):Live,small,2020,January,15,23,77,4333,"10,073"
Fish (Ka):Live,,2020,January,59,25,71,4333,January
Fish (Ka):Live,Hilsha,2020,January,13,25,71,4333,"62,342"
Fish (Ka):Live,Prawn bagda,2020,January,42,25,86,4333,"61,325"
Fish (Ka):Live,golda,2020,January,62,25,79,4333,-
Fish (Ka):Live,small,2020,January,81,27,76,4333,"36,777"
Fish (Ka):Live,Koii,2020,January,31,25,84,4333,"16,436"
Fish (Ka):Live,Magur,2020,January,81,27,86,4333,"60,950"
Fish (Ka):Live,Shing,2020,January,47,25,70,4333,"43,427"
Fish (Ka):Live,Silvar curp,2020,January,55,25,74,4333,"13,086"
Fish (Ka):Live,Grass curp,2020,January,58,24,81,4333,"15,762"
Fish (Ka):Live,Telapia,2020,January,46,27,74,4333,"12,270"
Fish (Ka):Live,Rupchada,2020,January,67,26,71,4333,"80,000"
Fish(Kha)Dry,Rupchada,2020,January,65,26,74,4333,"185,000"
Fish(Kha)Dry,Loitta,2020,January,30,25,72,4333,"47,736"
Fish(Kha)Dry,Puti,2020,January,25,26,76,4333,"37,240"
Fish(Kha)Dry,Prawn,2020,January,54,26,78,4333,"70,063"
Fish(Kha)Dry,Kachki,2020,January,32,24,73,4333,"44,142"
Fish(Kha)Dry,Salted Hilsha,2020,January,40,27,87,4333,"74,000"
Betel nut,-,2020,January,55,27,70,4333,"30,616"
"Betel leaves
bangla",Large,2020,January,46,24,76,4333,"9,363"
"Betel leaves
bangla",,2020,January,30,23,71,4333,
"Betel leaves
bangla",,2020,January,64,26,84,4333,
"Betel leaves
bangla",Medium,2020,January,65,23,74,4333,"6,719"
"Betel leaves
bangla",Small,2020,January,14,27,73,4333,"3,628"
"Betel leaves
bangla",Sanchi,2020,January,50,27,82,4333,"2,522"
Fruits:,Mango Guti,2020,January,72,23,87,4333,-
Fruits:,Gopalbhog,2020,January,5,26,84,4333,-
Fruits:,Himsagor,2020,January,49,23,70,4333,-
Fruits:,Langra,2020,January,36,27,76,4333,-
Fruits:,Fazli,2020,January,39,25,75,4333,-
Fruits:,Aswini,2020,January,51,24,73,4333,-
Jackfruits,Large(4+kg),2020,January,38,26,85,4333,-
Jackfruits,Small,2020,January,38,25,77,4333,-
Fruits,Green Coconut,2020,January,72,24,77,4333,"3,193"
Fruits,Batabi lebu,2020,January,73,27,75,4333,"2,110"
Fruits,Elachi lebu,2020,January,24,27,70,4333,337
Fruits,Kagozi lebu,2020,January,73,27,80,4333,319
Fruits,Guava,2020,January,65,26,74,4333,"5,199"
Fruits,Amra,2020,January,45,24,84,4333,"1,900"
Fruits,Orange,2020,January,61,26,86,4333,"1,324"
Fruits,Apple,2020,January,73,27,78,4333,"12,024"
Fruits,Boroi,2020,January,69,26,85,4333,"6,012"
Fruits,Water melon,2020,January,8,26,79,4333,-
Fruit:,Melon (Bangi),2020,January,71,25,72,4333,-
Fruit:,Ripe Papaya,2020,January,57,25,78,4333,"5,661"
Fruit:,Lychee,2020,January,54,26,74,4333,-
Fruit:,,2020,January,76,25,75,4333,January
Fruit:,Banana: Chapa,2020,January,56,24,86,4333,230
Fruit:,Sabri,2020,January,59,26,85,4333,400
Fruit:,Banana: Sagar,2020,January,73,26,84,4333,359
Fruit:,Paineapple:Calender,2020,January,37,23,80,4333,"3,375"
Fruit:,Jaldub,2020,January,71,26,80,4333,-
Fruit:,Coconut,2020,January,27,26,82,4333,"3,262"
Fruit:,Dates,2020,January,30,26,75,4333,"17,155"
Fruit:,Tamarind with seed,2020,January,33,27,72,4333,"9,757"
Fruit:,without seed,2020,January,37,24,87,4333,"11,875"
Vegetable:,Potato: Local,2020,January,39,23,85,4333,"2,508"
Vegetable:,Holland White,2020,January,28,27,74,4333,"2,030"
Vegetable:,Red,2020,January,71,25,75,4333,"2,201"
Sweet Potato,,2020,January,28,23,74,4333,"2,646"
Vegetable:,Brinjal,2020,January,43,24,75,4333,"2,687"
Vegetable:,Patal,2020,January,52,25,85,4333,"3,243"
Vegetable:,Chalcumra,2020,January,30,25,85,4333,"2,155"
Vegetable:,Pumpkin,2020,January,52,27,76,4333,"2,302"
Vegetable:,Lao,2020,January,41,24,82,4333,"1,916"
Vegetable:,Uchehhe,2020,January,71,26,86,4333,"5,710"
Vegetable:,Karalla,2020,January,9,27,76,4333,"4,528"
Vegetable:,Green Papaya,2020,January,53,25,87,4333,"1,763"
Vegetable:,Mukhi kachu,2020,January,41,26,79,4333,"3,760"
Vegetable:,Pani kachu,2020,January,52,25,87,4333,"2,583"
Vegetable:,Kachur lati,2020,January,52,24,84,4333,"3,427"
Vegetable:,Kakrol,2020,January,52,23,71,4333,"3,733"
Vegetable:,Lady's Finger,2020,January,17,26,71,4333,"3,449"
Vegetable:,Sosha,2020,January,8,25,83,4333,"3,062"
Vegetable:,Khirai,2020,January,62,25,70,4333,"2,541"
Vegetable:,Beans,2020,January,59,24,72,4333,"3,135"
Vegetable:,Barbati,2020,January,40,23,85,4333,"3,600"
Vegetable:,Tomato Ripe,2020,January,69,27,83,4333,"3,649"
Vegetable:,Motorshooti,2020,January,21,26,76,4333,"6,347"
Vegetable:,Jinga,2020,January,67,24,73,4333,"3,058"
Vegetable:,Chichinga,2020,January,64,26,84,4333,"3,340"
Vegetable:,Dundol,2020,January,66,24,86,4333,"2,556"
Vegetable:,Radish Spinach,2020,January,67,23,70,4333,"1,237"
Vegetable:,Red Spinach,2020,January,7,26,73,4333,"1,769"
Vegetable:,Palongsak,2020,January,60,23,73,4333,"1,596"
Vegetable:,Indian Spinach,2020,January,65,23,82,4333,"1,441"
Vegetable:,Danta,2020,January,14,27,84,4333,"1,669"
Vegetable:,Cauliflower,2020,January,12,26,76,4333,"2,520"
Vegetable:,Cabbage,2020,January,47,23,72,4333,"1,826"
Vegetable:,Oal kopy,2020,January,82,26,83,4333,"2,125"
Vegetable:,Carrot,2020,January,5,27,84,4333,"2,776"
Vegetable:,,2020,January,14,26,70,4333,January
Vegetable:,Green Banana,2020,January,42,24,76,4333,415
Vegetable:,Radish,2020,January,6,27,74,4333,"1,353"
Bibidh:,Sugar-Local,2020,January,75,24,72,4333,"5,796"
Bibidh:,Sugar-foreign,2020,January,76,24,74,4333,"5,840"
Gur,Sugarcane,2020,January,35,27,82,4333,"7,080"
Gur,Dates,2020,January,78,23,83,4333,"9,249"
Salt,With Iodine,2020,January,27,25,71,4333,"2,602"
Salt,loose,2020,January,49,25,72,4333,"1,537"
Vushi,Mashur,2020,January,82,26,78,4333,"2,776"
Vushi,Chola,2020,January,37,23,87,4333,"3,578"
Vushi,Kheshari,2020,January,34,24,70,4333,"3,262"
Vushi,Wheat,2020,January,82,25,84,4333,"2,904"
Vushi,Rice kura,2020,January,53,25,74,4333,"1,241"
Vushi,Lakri cherai Mango,2020,January,45,24,83,4333,539
Paddy Aman,Fine,2020,February,9,28,71,4330,"2,110"
Paddy Aman,Medium,2020,February,4,27,77,4330,"1,916"
Paddy Aman,Coarse,2020,February,9,26,63,4330,"1,719"
Paddy Aman,Pajam,2020,February,9,27,77,4330,"2,365"
Paddy Aman,shugandhi,2020,February,4,26,61,4330,"4,365"
Paddy Aus,medium,2020,February,0,27,69,4330,-
Paddy Aus,coarse,2020,February,9,28,74,4330,-
Paddy Aus,pajam,2020,February,7,27,72,4330,-
Paddy Boro,fine,2020,February,3,27,69,4330,"2,484"
Paddy Boro,medium,2020,February,9,26,77,4330,"2,085"
Paddy Boro,coarse,2020,February,0,27,66,4330,"1,675"
Paddy Boro,pajam,2020,February,5,28,61,4330,-
Rice Aman,fine,2020,February,0,28,60,4330,"4,901"
Rice Aman,medium,2020,February,2,27,72,4330,"3,400"
Rice Aman,coarse,2020,February,8,27,74,4330,"2,813"
Rice Aman,pajam,2020,February,2,27,75,4330,"4,428"
Rice Aus,Medium,2020,February,3,27,79,4330,-
Rice Aus,coarse,2020,February,4,26,63,4330,"2,759"
Rice Aus,Pajam,2020,February,0,28,62,4330,-
Rice boro,fine,2020,February,7,26,79,4330,"4,698"
Rice boro,medium,2020,February,9,28,64,4330,"3,627"
Rice boro,coarse,2020,February,5,28,59,4330,"2,776"
Rice boro,pajam,2020,February,7,28,79,4330,"4,423"
Rice OMS,course,2020,February,7,26,59,4330,"2,856"
Aromatic rice,Chinigura,2020,February,4,26,74,4330,"8,932"
Aromatic rice,Kalojira,2020,February,2,26,78,4330,"8,394"
Aromatic rice,kataribhog,2020,February,8,26,80,4330,"6,360"
Wheat local,red,2020,February,6,26,69,4330,"2,480"
Wheat local,white,2020,February,3,26,76,4330,"2,593"
Imported,red,2020,February,9,28,65,4330,"2,700"
Imported,white,2020,February,5,27,70,4330,"2,569"
Ata,loose,2020,February,7,27,71,4330,"2,493"
Ata,Packet,2020,February,7,28,63,4330,"3,013"
flour,loose,2020,February,9,28,59,4330,"3,211"
flour,packet,2020,February,1,27,62,4330,"4,094"
Maize,-,2020,February,4,28,73,4330,"2,053"
Kalai,mash,2020,February,1,27,62,4330,6968
Kalai,mashur,2020,February,1,27,65,4330,7047
Kalai,mug,2020,February,6,26,67,4330,8621
Kalai,Chola,2020,February,5,27,61,4330,6798
Kalai,,2020,February,1,26,65,4330,February
Kalai,Motor local,2020,February,1,26,71,4330,3618
Kalai,Motor foreign,2020,February,8,28,70,4330,3618
Kalai,kheshari,2020,February,7,26,68,4330,4802
Dal,Mash gota,2020,February,6,27,69,4330,9199
Dal,Broken,2020,February,8,28,74,4330,9353
Dal,Mashur local gota,2020,February,7,28,68,4330,10187
Dal,Mashur broken,2020,February,3,28,69,4330,7038
Dal,Mashur foreign,2020,February,2,26,73,4330,9098
Dal,Mug local,2020,February,5,26,74,4330,12552
Dal,Chola gota,2020,February,0,27,62,4330,7819
Dal,Chola broken,2020,February,4,26,77,4330,7646
Dal,Motor local,2020,February,1,28,79,4330,5724
Dal,Motor foreign,2020,February,0,26,67,4330,3675
Dal,kheshari,2020,February,6,28,73,4330,6609
Oil seed,Mustard,2020,February,5,26,63,4330,4828
Oil seed,Tishi,2020,February,4,28,76,4330,6050
Oil seed,Til,2020,February,3,28,60,4330,6397
Oil seed,Nut,2020,February,0,27,79,4330,9512
Oil,Mustard,2020,February,2,26,69,4330,12793
Oil,Soyabeen,2020,February,1,27,68,4330,8586
Oil,Pulm,2020,February,5,28,80,4330,7441
Oil,Ghee (dalda),2020,February,4,28,62,4330,8343
Oil,Butter oil,2020,February,3,27,80,4330,61250
Oil,Coconut,2020,February,4,26,63,4330,22681
khail,Mustard,2020,February,7,27,60,4330,3323
khail,Til,2020,February,8,26,66,4330,3463
khail,Others,2020,February,8,27,73,4330,3518
Spice,Onion local,2020,February,0,26,77,4330,10441
Spice,Onion imported,2020,February,0,27,79,4330,7639
Spice,Garlic local,2020,February,8,28,60,4330,14771
Spice,Garlic imported,2020,February,6,28,59,4330,16931
Spice,Chilli dried,2020,February,1,27,62,4330,23529
Spice,Green chilli,2020,February,4,27,72,4330,4291
Spice,Ginger local,2020,February,0,27,60,4330,11504
Spice,Ginger imported,2020,February,0,28,61,4330,11286
Spice,Turmeric round,2020,February,5,27,71,4330,13200
Spice,Turmeric long,2020,February,8,28,62,4330,12771
Spice,Coriander old,2020,February,3,28,77,4330,10105
Spice,Coriander new,2020,February,9,26,64,4330,9667
Jute,White/tosha top,2020,February,9,26,62,4330,"2,825"
Jute,Middle,2020,February,5,27,60,4330,"4,438"
Jute,B-botom,2020,February,5,26,79,4330,-
Jute,C -bottom,2020,February,6,27,74,4330,-
Jute,Cross botom,2020,February,4,28,77,4330,-
Jute,,2020,February,3,28,77,4330,February
Jute,Smr,2020,February,6,28,62,4330,-
Jute,Gor chhat,2020,February,7,26,76,4330,-
Jute,Mesta gor chhat,2020,February,3,28,60,4330,"4,000"
Cotton,Shimul,2020,February,3,26,64,4330,"33,486"
Cotton,carpus,2020,February,6,26,73,4330,"14,150"
Tobbaco,Jati heavy,2020,February,6,28,78,4330,"10,600"
Tobbaco,Jati Medium,2020,February,1,27,69,4330,"8,500"
Tobbaco,Jati general,2020,February,5,28,59,4330,"6,600"
Tobbaco,Motihar heavy,2020,February,6,27,70,4330,"14,497"
Tobbaco,Motihar medium,2020,February,7,26,66,4330,"10,803"
Tobbaco,Moti general,2020,February,1,26,64,4330,"7,617"
Tobbaco,Varginia(heat),2020,February,7,27,75,4330,-
Tobbaco,Bangla-1 (heat),2020,February,0,27,75,4330,-
Tobbaco,,2020,February,9,26,62,4330,
Tobbaco,"Bangle-2 ,,",2020,February,1,28,79,4330,-
Tobbaco,"Bangle-3 ,,",2020,February,1,28,78,4330,-
Tobbaco,"Bangle-4 ,,",2020,February,2,28,74,4330,-
Tobbaco,"Bangla-5 ,,",2020,February,6,26,63,4330,-
Tobbaco,"Bangle-6 ,,",2020,February,8,28,62,4330,-
Tobbaco,"Bang;a-7 ,,",2020,February,1,27,79,4330,-
Tobbaco,"Bang;a-8 ,,",2020,February,0,26,71,4330,-
Tobbaco,Varginia(air),2020,February,4,28,66,4330,-
Tobbaco,Dv- 1(air),2020,February,5,28,77,4330,-
Tobbaco,"DV-2 ,,",2020,February,8,28,67,4330,-
Tobbaco,"DV-3 ,,",2020,February,0,26,77,4330,-
"Hide skin:
COW",Light,2020,February,4,27,74,4330,"23,854"
"Hide skin:
COW",,2020,February,5,27,63,4330,
"Hide skin:
COW",,2020,February,8,27,69,4330,
"Hide skin:
COW",Medium,2020,February,4,27,75,4330,"37,033"
"Hide skin:
COW",heavy,2020,February,3,27,70,4330,"56,875"
"Hide skin:
COW",katachera,2020,February,7,27,70,4330,"12,429"
"Hide skin
Bufello",heavy,2020,February,7,26,61,4330,"51,750"
"Hide skin
Bufello",,2020,February,5,27,63,4330,
"Hide skin
Bufello",,2020,February,6,27,63,4330,
"Hide skin
Bufello",medium,2020,February,0,27,64,4330,"39,563"
"Hide skin
Bufello",katachera,2020,February,0,28,61,4330,-
Hide skin,Sheep,2020,February,7,26,74,4330,"3,423"
Hide skin,Goat,2020,February,2,26,75,4330,"6,331"
"Chemical
fertilizer",Uria 50 kg,2020,February,8,27,59,4330,787
"Chemical
fertilizer",,2020,February,3,28,72,4330,
"Chemical
fertilizer",,2020,February,6,26,66,4330,
"Chemical
fertilizer","TSP ,,",2020,February,0,27,74,4330,"1,093"
"Chemical
fertilizer","DAP ,,",2020,February,9,26,79,4330,789
"Chemical
fertilizer","MP ,,",2020,February,3,26,61,4330,732
"Chemical
fertilizer",Zinc LOCAL,2020,February,3,28,63,4330,"3,378"
"Chemical
fertilizer",Zinc foreign,2020,February,8,26,59,4330,"3,963"
"Chemical
fertilizer",Zipsum,2020,February,4,28,69,4330,174
Organic,Cowdung,2020,February,9,27,74,4330,117
Organic,,2020,February,4,28,72,4330,February
fertilizer,,2020,February,3,26,74,4330,
Powder milk,Bag,2020,February,5,27,71,4330,"55,000"
Cow Milk,liquid,2020,February,7,26,73,4330,"5,148"
Cow Milk,milkvita,2020,February,4,27,73,4330,-
Gawa ghee,-,2020,February,1,28,64,4330,"80,550"
Dano,--,2020,February,8,28,73,4330,"6,569"
Red cow,-,2020,February,5,27,74,4330,"6,175"
Anchor,-,2020,February,8,27,62,4330,"6,000"
"Condensed
milk",One kartoon,2020,February,9,27,68,4330,"2,184"
"Condensed
milk",,2020,February,1,27,77,4330,
"Condensed
milk",,2020,February,5,26,75,4330,
"Hen/chicken-
Live",Local large(900gm+),2020,February,4,28,80,4330,"33,982"
"Hen/chicken-
Live",,2020,February,9,28,76,4330,
"Hen/chicken-
Live",,2020,February,6,26,68,4330,
"Hen/chicken-
Live",",, medium(700gm+)",2020,February,9,28,63,4330,"33,568"
"Hen/chicken-
Live",",, small(500gm+)",2020,February,0,28,75,4330,"33,478"
"Hen/chicken-
Live",Farm broiler,2020,February,1,26,80,4330,"10,475"
"Hen/chicken-
Live",Duck,2020,February,3,28,63,4330,"23,984"
Meat,Cow,2020,February,4,28,63,4330,"49,813"
Meat,Goat,2020,February,4,28,71,4330,"67,472"
Egg,Chicken local,2020,February,1,28,70,4330,"1,060"
Egg,Farm red,2020,February,0,27,72,4330,716
Egg,,2020,February,9,27,73,4330,
Egg,,2020,February,0,26,77,4330,
Egg,Farm white,2020,February,7,28,80,4330,-
Egg,duck,2020,February,5,28,68,4330,"1,038"
Fish (Ka):Fresh,Rui local big(5+kg),2020,February,9,26,79,4330,"33,900"
Fish (Ka):Fresh,"Rui local
(2.5+kg)medium",2020,February,3,28,65,4330,"29,368"
Fish (Ka):Fresh,,2020,February,6,26,76,4330,
