Name of Commodity,Variation,Year,Month,Rainfall,Temperature,Humidity,Pesticide,Price
15,36,0,0,34,24,81,4333,6120
15,37,0,0,34,24,81,4333,6080
15,38,0,0,34,24,81,4333,9453
16,35,0,0,34,24,81,4333,12853
16,39,0,0,34,24,81,4333,8681
16,40,0,0,34,24,81,4333,7398
16,41,0,0,34,24,81,4333,8298
16,42,0,0,34,24,81,4333,64000
16,43,0,0,34,24,81,4333,22884
17,35,0,0,34,24,81,4333,3341
17,37,0,0,34,24,81,4333,3446
17,44,0,0,34,24,81,4333,3503
18,45,0,0,34,24,81,4333,10642
18,46,0,0,34,24,81,4333,8593
18,47,0,0,34,24,81,4333,15391
18,48,0,0,34,24,81,4333,13735
18,49,0,0,34,24,81,4333,21923
18,50,0,0,34,24,81,4333,4041
18,51,0,0,34,24,81,4333,11853
18,52,0,0,34,24,81,4333,11825
18,53,0,0,34,24,81,4333,13333
18,54,0,0,34,24,81,4333,12811
18,55,0,0,34,24,81,4333,9814
18,56,0,0,34,24,81,4333,10000
19,57,0,0,34,24,81,4333,"2,825"
19,58,0,0,34,24,81,4333,"4,438"
19,59,0,0,34,24,81,4333,-
19,60,0,0,34,24,81,4333,-
19,61,0,0,34,24,81,4333,-
19,23,0,0,34,24,81,4333,January
19,62,0,0,34,24,81,4333,-
19,63,0,0,34,24,81,4333,-
19,64,0,0,34,24,81,4333,"4,163"
20,65,0,0,34,24,81,4333,"33,842"
20,66,0,0,34,24,81,4333,"14,150"
21,67,0,0,34,24,81,4333,"10,600"
21,68,0,0,34,24,81,4333,"8,500"
21,69,0,0,34,24,81,4333,"6,600"
21,70,0,0,34,24,81,4333,"14,410"
21,71,0,0,34,24,81,4333,"10,756"
21,72,0,0,34,24,81,4333,"7,617"
21,73,0,0,34,24,81,4333,-
21,74,0,0,34,24,81,4333,-
21,23,0,0,34,24,81,4333,
21,75,0,0,34,24,81,4333,-
21,76,0,0,34,24,81,4333,-
21,77,0,0,34,24,81,4333,-
21,78,0,0,34,24,81,4333,-
21,79,0,0,34,24,81,4333,-
21,80,0,0,34,24,81,4333,-
21,81,0,0,34,24,81,4333,-
21,82,0,0,34,24,81,4333,-
21,83,0,0,34,24,81,4333,-
21,84,0,0,34,24,81,4333,-
21,85,0,0,34,24,81,4333,-
22,86,0,0,34,24,81,4333,"24,131"
22,23,0,0,34,24,81,4333,
22,23,0,0,34,24,81,4333,
22,1,0,0,34,24,81,4333,"37,547"
22,87,0,0,34,24,81,4333,"57,441"
22,88,0,0,34,24,81,4333,"12,305"
23,87,0,0,34,24,81,4333,"50,800"
23,23,0,0,34,24,81,4333,
23,23,0,0,34,24,81,4333,
23,5,0,0,34,24,81,4333,"39,125"
23,88,0,0,34,24,81,4333,-
24,89,0,0,34,24,81,4333,"3,639"
24,90,0,0,34,24,81,4333,"6,310"
25,91,0,0,34,24,81,4333,787
25,23,0,0,34,24,81,4333,
25,23,0,0,34,24,81,4333,
25,92,0,0,34,24,81,4333,"1,092"
25,93,0,0,34,24,81,4333,788
25,94,0,0,34,24,81,4333,733
25,95,0,0,34,24,81,4333,"3,120"
25,96,0,0,34,24,81,4333,"3,937"
25,97,0,0,34,24,81,4333,169
26,98,0,0,34,24,81,4333,117
26,23,0,0,34,24,81,4333,January
27,23,0,0,34,24,81,4333,
28,99,0,0,34,24,81,4333,"55,000"
29,100,0,0,34,24,81,4333,"5,207"
29,101,0,0,34,24,81,4333,-
30,18,0,0,34,24,81,4333,"80,720"
31,102,0,0,34,24,81,4333,"6,619"
32,18,0,0,34,24,81,4333,"6,390"
33,18,0,0,34,24,81,4333,"6,090"
34,103,0,0,34,24,81,4333,"2,183"
34,23,0,0,34,24,81,4333,
34,23,0,0,34,24,81,4333,
35,104,0,0,34,24,81,4333,"33,661"
35,23,0,0,34,24,81,4333,
35,23,0,0,34,24,81,4333,
35,105,0,0,34,24,81,4333,"32,891"
35,106,0,0,34,24,81,4333,"33,522"
35,107,0,0,34,24,81,4333,"10,450"
35,108,0,0,34,24,81,4333,"24,143"
36,109,0,0,34,24,81,4333,"49,541"
36,90,0,0,34,24,81,4333,"67,740"
37,110,0,0,34,24,81,4333,"1,061"
37,111,0,0,34,24,81,4333,728
37,23,0,0,34,24,81,4333,
37,23,0,0,34,24,81,4333,
37,112,0,0,34,24,81,4333,-
37,113,0,0,34,24,81,4333,"1,037"
38,114,0,0,34,24,81,4333,"36,625"
38,115,0,0,34,24,81,4333,"29,724"
38,23,0,0,34,24,81,4333,
38,23,0,0,34,24,81,4333,
38,116,0,0,34,24,81,4333,"25,508"
38,23,0,0,34,24,81,4333,
38,23,0,0,34,24,81,4333,
38,117,0,0,34,24,81,4333,"23,888"
38,23,0,0,34,24,81,4333,
38,23,0,0,34,24,81,4333,
38,118,0,0,34,24,81,4333,"21,823"
38,119,0,0,34,24,81,4333,"35,120"
38,5,0,0,34,24,81,4333,"28,512"
38,120,0,0,34,24,81,4333,"23,123"
39,121,0,0,34,24,81,4333,"20,393"
39,120,0,0,34,24,81,4333,"15,621"
39,122,0,0,34,24,81,4333,"58,313"
39,120,0,0,34,24,81,4333,"47,329"
39,123,0,0,34,24,81,4333,"65,400"
39,124,0,0,34,24,81,4333,"40,478"
39,125,0,0,34,24,81,4333,"85,000"
39,126,0,0,34,24,81,4333,"31,750"
39,127,0,0,34,24,81,4333,"11,743"
39,120,0,0,34,24,81,4333,"10,073"
39,23,0,0,34,24,81,4333,January
39,128,0,0,34,24,81,4333,"62,342"
39,129,0,0,34,24,81,4333,"61,325"
39,130,0,0,34,24,81,4333,-
39,120,0,0,34,24,81,4333,"36,777"
39,131,0,0,34,24,81,4333,"16,436"
39,132,0,0,34,24,81,4333,"60,950"
39,133,0,0,34,24,81,4333,"43,427"
39,134,0,0,34,24,81,4333,"13,086"
39,135,0,0,34,24,81,4333,"15,762"
39,136,0,0,34,24,81,4333,"12,270"
39,137,0,0,34,24,81,4333,"80,000"
40,137,0,0,34,24,81,4333,"185,000"
40,138,0,0,34,24,81,4333,"47,736"
40,139,0,0,34,24,81,4333,"37,240"
40,140,0,0,34,24,81,4333,"70,063"
40,141,0,0,34,24,81,4333,"44,142"
40,142,0,0,34,24,81,4333,"74,000"
41,18,0,0,34,24,81,4333,"30,616"
42,143,0,0,34,24,81,4333,"9,363"
42,23,0,0,34,24,81,4333,
42,23,0,0,34,24,81,4333,
42,1,0,0,34,24,81,4333,"6,719"
42,124,0,0,34,24,81,4333,"3,628"
42,144,0,0,34,24,81,4333,"2,522"
43,145,0,0,34,24,81,4333,-
43,146,0,0,34,24,81,4333,-
43,147,0,0,34,24,81,4333,-
43,148,0,0,34,24,81,4333,-
43,149,0,0,34,24,81,4333,-
43,150,0,0,34,24,81,4333,-
44,151,0,0,34,24,81,4333,-
44,124,0,0,34,24,81,4333,-
45,152,0,0,34,24,81,4333,"3,193"
45,153,0,0,34,24,81,4333,"2,110"
45,154,0,0,34,24,81,4333,337
45,155,0,0,34,24,81,4333,319
45,156,0,0,34,24,81,4333,"5,199"
45,157,0,0,34,24,81,4333,"1,900"
45,158,0,0,34,24,81,4333,"1,324"
45,159,0,0,34,24,81,4333,"12,024"
45,160,0,0,34,24,81,4333,"6,012"
45,161,0,0,34,24,81,4333,-
46,162,0,0,34,24,81,4333,-
46,163,0,0,34,24,81,4333,"5,661"
46,164,0,0,34,24,81,4333,-
46,23,0,0,34,24,81,4333,January
46,165,0,0,34,24,81,4333,230
46,166,0,0,34,24,81,4333,400
46,167,0,0,34,24,81,4333,359
46,168,0,0,34,24,81,4333,"3,375"
46,169,0,0,34,24,81,4333,-
46,43,0,0,34,24,81,4333,"3,262"
46,170,0,0,34,24,81,4333,"17,155"
46,171,0,0,34,24,81,4333,"9,757"
46,172,0,0,34,24,81,4333,"11,875"
47,173,0,0,34,24,81,4333,"2,508"
47,174,0,0,34,24,81,4333,"2,030"
47,175,0,0,34,24,81,4333,"2,201"
48,23,0,0,34,24,81,4333,"2,646"
47,176,0,0,34,24,81,4333,"2,687"
47,177,0,0,34,24,81,4333,"3,243"
47,178,0,0,34,24,81,4333,"2,155"
47,179,0,0,34,24,81,4333,"2,302"
47,180,0,0,34,24,81,4333,"1,916"
47,181,0,0,34,24,81,4333,"5,710"
47,182,0,0,34,24,81,4333,"4,528"
47,183,0,0,34,24,81,4333,"1,763"
47,184,0,0,34,24,81,4333,"3,760"
47,185,0,0,34,24,81,4333,"2,583"
47,186,0,0,34,24,81,4333,"3,427"
47,187,0,0,34,24,81,4333,"3,733"
47,188,0,0,34,24,81,4333,"3,449"
47,189,0,0,34,24,81,4333,"3,062"
47,190,0,0,34,24,81,4333,"2,541"
47,191,0,0,34,24,81,4333,"3,135"
47,192,0,0,34,24,81,4333,"3,600"
47,193,0,0,34,24,81,4333,"3,649"
47,194,0,0,34,24,81,4333,"6,347"
47,195,0,0,34,24,81,4333,"3,058"
47,196,0,0,34,24,81,4333,"3,340"
47,197,0,0,34,24,81,4333,"2,556"
47,198,0,0,34,24,81,4333,"1,237"
47,199,0,0,34,24,81,4333,"1,769"
47,200,0,0,34,24,81,4333,"1,596"
47,201,0,0,34,24,81,4333,"1,441"
47,202,0,0,34,24,81,4333,"1,669"
47,203,0,0,34,24,81,4333,"2,520"
47,204,0,0,34,24,81,4333,"1,826"
47,205,0,0,34,24,81,4333,"2,125"
47,206,0,0,34,24,81,4333,"2,776"
47,23,0,0,34,24,81,4333,January
47,207,0,0,34,24,81,4333,415
47,208,0,0,34,24,81,4333,"1,353"
49,209,0,0,34,24,81,4333,"5,796"
49,210,0,0,34,24,81,4333,"5,840"
50,211,0,0,34,24,81,4333,"7,080"
50,170,0,0,34,24,81,4333,"9,249"
51,212,0,0,34,24,81,4333,"2,602"
51,15,0,0,34,24,81,4333,"1,537"
52,213,0,0,34,24,81,4333,"2,776"
52,22,0,0,34,24,81,4333,"3,578"
52,214,0,0,34,24,81,4333,"3,262"
52,215,0,0,34,24,81,4333,"2,904"
52,216,0,0,34,24,81,4333,"1,241"
52,217,0,0,34,24,81,4333,539
0,0,0,1,3,27,72,4330,"2,110"
0,1,0,1,3,27,72,4330,"1,916"
0,2,0,1,3,27,72,4330,"1,719"
0,3,0,1,3,27,72,4330,"2,365"
0,4,0,1,3,27,72,4330,"4,365"
1,5,0,1,3,27,72,4330,-
1,6,0,1,3,27,72,4330,-
1,7,0,1,3,27,72,4330,-
2,8,0,1,3,27,72,4330,"2,484"
2,5,0,1,3,27,72,4330,"2,085"
2,6,0,1,3,27,72,4330,"1,675"
2,7,0,1,3,27,72,4330,-
3,8,0,1,3,27,72,4330,"4,901"
3,5,0,1,3,27,72,4330,"3,400"
3,6,0,1,3,27,72,4330,"2,813"
3,7,0,1,3,27,72,4330,"4,428"
4,1,0,1,3,27,72,4330,-
4,6,0,1,3,27,72,4330,"2,759"
4,3,0,1,3,27,72,4330,-
5,8,0,1,3,27,72,4330,"4,698"
5,5,0,1,3,27,72,4330,"3,627"
5,6,0,1,3,27,72,4330,"2,776"
5,7,0,1,3,27,72,4330,"4,423"
6,9,0,1,3,27,72,4330,"2,856"
7,10,0,1,3,27,72,4330,"8,932"
7,11,0,1,3,27,72,4330,"8,394"
7,12,0,1,3,27,72,4330,"6,360"
8,13,0,1,3,27,72,4330,"2,480"
8,14,0,1,3,27,72,4330,"2,593"
9,13,0,1,3,27,72,4330,"2,700"
9,14,0,1,3,27,72,4330,"2,569"
10,15,0,1,3,27,72,4330,"2,493"
10,16,0,1,3,27,72,4330,"3,013"
11,15,0,1,3,27,72,4330,"3,211"
11,17,0,1,3,27,72,4330,"4,094"
12,18,0,1,3,27,72,4330,"2,053"
13,19,0,1,3,27,72,4330,6968
13,20,0,1,3,27,72,4330,7047
13,21,0,1,3,27,72,4330,8621
13,22,0,1,3,27,72,4330,6798
13,23,0,1,3,27,72,4330,February
13,24,0,1,3,27,72,4330,3618
13,25,0,1,3,27,72,4330,3618
13,26,0,1,3,27,72,4330,4802
14,27,0,1,3,27,72,4330,9199
14,28,0,1,3,27,72,4330,9353
14,29,0,1,3,27,72,4330,10187
14,30,0,1,3,27,72,4330,7038
14,31,0,1,3,27,72,4330,9098
14,32,0,1,3,27,72,4330,12552
14,33,0,1,3,27,72,4330,7819
14,34,0,1,3,27,72,4330,7646
14,24,0,1,3,27,72,4330,5724
14,25,0,1,3,27,72,4330,3675
14,26,0,1,3,27,72,4330,6609
15,35,0,1,3,27,72,4330,4828
15,36,0,1,3,27,72,4330,6050
15,37,0,1,3,27,72,4330,6397
15,38,0,1,3,27,72,4330,9512
16,35,0,1,3,27,72,4330,12793
16,39,0,1,3,27,72,4330,8586
16,40,0,1,3,27,72,4330,7441
16,41,0,1,3,27,72,4330,8343
16,42,0,1,3,27,72,4330,61250
16,43,0,1,3,27,72,4330,22681
17,35,0,1,3,27,72,4330,3323
17,37,0,1,3,27,72,4330,3463
17,44,0,1,3,27,72,4330,3518
18,45,0,1,3,27,72,4330,10441
18,46,0,1,3,27,72,4330,7639
18,47,0,1,3,27,72,4330,14771
18,48,0,1,3,27,72,4330,16931
18,49,0,1,3,27,72,4330,23529
18,50,0,1,3,27,72,4330,4291
18,51,0,1,3,27,72,4330,11504
18,52,0,1,3,27,72,4330,11286
18,53,0,1,3,27,72,4330,13200
18,54,0,1,3,27,72,4330,12771
18,55,0,1,3,27,72,4330,10105
18,56,0,1,3,27,72,4330,9667
19,57,0,1,3,27,72,4330,"2,825"
19,58,0,1,3,27,72,4330,"4,438"
19,59,0,1,3,27,72,4330,-
19,60,0,1,3,27,72,4330,-
19,61,0,1,3,27,72,4330,-
19,23,0,1,3,27,72,4330,February
19,62,0,1,3,27,72,4330,-
19,63,0,1,3,27,72,4330,-
19,64,0,1,3,27,72,4330,"4,000"
20,65,0,1,3,27,72,4330,"33,486"
20,66,0,1,3,27,72,4330,"14,150"
21,67,0,1,3,27,72,4330,"10,600"
21,68,0,1,3,27,72,4330,"8,500"
21,69,0,1,3,27,72,4330,"6,600"
21,70,0,1,3,27,72,4330,"14,497"
21,71,0,1,3,27,72,4330,"10,803"
21,72,0,1,3,27,72,4330,"7,617"
21,73,0,1,3,27,72,4330,-
21,74,0,1,3,27,72,4330,-
21,23,0,1,3,27,72,4330,
21,75,0,1,3,27,72,4330,-
21,76,0,1,3,27,72,4330,-
21,77,0,1,3,27,72,4330,-
21,78,0,1,3,27,72,4330,-
21,79,0,1,3,27,72,4330,-
21,80,0,1,3,27,72,4330,-
21,81,0,1,3,27,72,4330,-
21,82,0,1,3,27,72,4330,-
21,83,0,1,3,27,72,4330,-
21,84,0,1,3,27,72,4330,-
21,85,0,1,3,27,72,4330,-
22,86,0,1,3,27,72,4330,"23,854"
22,23,0,1,3,27,72,4330,
22,23,0,1,3,27,72,4330,
22,1,0,1,3,27,72,4330,"37,033"
22,87,0,1,3,27,72,4330,"56,875"
22,88,0,1,3,27,72,4330,"12,429"
23,87,0,1,3,27,72,4330,"51,750"
23,23,0,1,3,27,72,4330,
23,23,0,1,3,27,72,4330,
23,5,0,1,3,27,72,4330,"39,563"
23,88,0,1,3,27,72,4330,-
24,89,0,1,3,27,72,4330,"3,423"
24,90,0,1,3,27,72,4330,"6,331"
25,91,0,1,3,27,72,4330,787
25,23,0,1,3,27,72,4330,
25,23,0,1,3,27,72,4330,
25,92,0,1,3,27,72,4330,"1,093"
25,93,0,1,3,27,72,4330,789
25,94,0,1,3,27,72,4330,732
25,95,0,1,3,27,72,4330,"3,378"
25,96,0,1,3,27,72,4330,"3,963"
25,97,0,1,3,27,72,4330,174
26,98,0,1,3,27,72,4330,117
26,23,0,1,3,27,72,4330,February
27,23,0,1,3,27,72,4330,
28,99,0,1,3,27,72,4330,"55,000"
29,100,0,1,3,27,72,4330,"5,148"
29,101,0,1,3,27,72,4330,-
30,18,0,1,3,27,72,4330,"80,550"
31,102,0,1,3,27,72,4330,"6,569"
32,18,0,1,3,27,72,4330,"6,175"
33,18,0,1,3,27,72,4330,"6,000"
34,103,0,1,3,27,72,4330,"2,184"
34,23,0,1,3,27,72,4330,
34,23,0,1,3,27,72,4330,
35,104,0,1,3,27,72,4330,"33,982"
35,23,0,1,3,27,72,4330,
35,23,0,1,3,27,72,4330,
35,105,0,1,3,27,72,4330,"33,568"
35,106,0,1,3,27,72,4330,"33,478"
35,107,0,1,3,27,72,4330,"10,475"
35,108,0,1,3,27,72,4330,"23,984"
36,109,0,1,3,27,72,4330,"49,813"
36,90,0,1,3,27,72,4330,"67,472"
37,110,0,1,3,27,72,4330,"1,060"
37,111,0,1,3,27,72,4330,716
37,23,0,1,3,27,72,4330,
37,23,0,1,3,27,72,4330,
37,112,0,1,3,27,72,4330,-
37,113,0,1,3,27,72,4330,"1,038"
38,114,0,1,3,27,72,4330,"33,900"
38,115,0,1,3,27,72,4330,"29,368"
38,23,0,1,3,27,72,4330,
38,23,0,1,3,27,72,4330,
38,116,0,1,3,27,72,4330,"25,307"
38,23,0,1,3,27,72,4330,
38,23,0,1,3,27,72,4330,
38,117,0,1,3,27,72,4330,"23,701"
38,23,0,1,3,27,72,4330,
38,23,0,1,3,27,72,4330,
38,118,0,1,3,27,72,4330,"21,151"
38,119,0,1,3,27,72,4330,"35,104"
38,5,0,1,3,27,72,4330,"28,285"
38,120,0,1,3,27,72,4330,"22,814"
39,121,0,1,3,27,72,4330,"20,342"
39,120,0,1,3,27,72,4330,"14,880"
39,122,0,1,3,27,72,4330,"53,889"
39,120,0,1,3,27,72,4330,-
39,123,0,1,3,27,72,4330,"65,350"
39,124,0,1,3,27,72,4330,"39,238"
39,125,0,1,3,27,72,4330,"85,000"
39,126,0,1,3,27,72,4330,"24,667"
39,127,0,1,3,27,72,4330,"11,834"
39,120,0,1,3,27,72,4330,"10,087"
39,23,0,1,3,27,72,4330,February
39,128,0,1,3,27,72,4330,"58,932"
39,129,0,1,3,27,72,4330,"61,313"
39,130,0,1,3,27,72,4330,"58,125"
39,120,0,1,3,27,72,4330,"38,143"
39,131,0,1,3,27,72,4330,"17,014"
39,132,0,1,3,27,72,4330,"60,197"
39,133,0,1,3,27,72,4330,"45,194"
39,134,0,1,3,27,72,4330,"13,001"
39,135,0,1,3,27,72,4330,"16,133"
39,136,0,1,3,27,72,4330,"12,255"
39,137,0,1,3,27,72,4330,"80,000"
40,137,0,1,3,27,72,4330,"165,000"
40,138,0,1,3,27,72,4330,"47,320"
40,139,0,1,3,27,72,4330,"36,675"
40,140,0,1,3,27,72,4330,"71,906"
40,141,0,1,3,27,72,4330,"44,042"
40,142,0,1,3,27,72,4330,"73,750"
41,18,0,1,3,27,72,4330,"30,762"
42,143,0,1,3,27,72,4330,"10,180"
42,23,0,1,3,27,72,4330,
42,23,0,1,3,27,72,4330,
42,1,0,1,3,27,72,4330,"7,239"
42,124,0,1,3,27,72,4330,"4,011"
42,144,0,1,3,27,72,4330,"2,567"
43,145,0,1,3,27,72,4330,-
43,146,0,1,3,27,72,4330,-
43,147,0,1,3,27,72,4330,-
43,148,0,1,3,27,72,4330,-
43,149,0,1,3,27,72,4330,-
43,150,0,1,3,27,72,4330,-
44,151,0,1,3,27,72,4330,-
44,124,0,1,3,27,72,4330,-
45,152,0,1,3,27,72,4330,"3,238"
45,153,0,1,3,27,72,4330,"2,053"
45,154,0,1,3,27,72,4330,356
45,155,0,1,3,27,72,4330,334
45,156,0,1,3,27,72,4330,"5,583"
45,157,0,1,3,27,72,4330,-
45,158,0,1,3,27,72,4330,"1,309"
45,159,0,1,3,27,72,4330,"12,047"
45,160,0,1,3,27,72,4330,"5,316"
45,161,0,1,3,27,72,4330,-
46,162,0,1,3,27,72,4330,-
46,163,0,1,3,27,72,4330,"5,803"
46,164,0,1,3,27,72,4330,-
46,23,0,1,3,27,72,4330,February
46,165,0,1,3,27,72,4330,235
46,166,0,1,3,27,72,4330,395
46,167,0,1,3,27,72,4330,325
46,168,0,1,3,27,72,4330,"3,542"
46,169,0,1,3,27,72,4330,"3,550"
46,43,0,1,3,27,72,4330,"3,217"
46,170,0,1,3,27,72,4330,"17,018"
46,171,0,1,3,27,72,4330,"9,094"
46,172,0,1,3,27,72,4330,"11,875"
47,173,0,1,3,27,72,4330,"1,990"
47,174,0,1,3,27,72,4330,"1,540"
47,175,0,1,3,27,72,4330,"1,586"
48,23,0,1,3,27,72,4330,"2,060"
47,176,0,1,3,27,72,4330,"4,145"
47,177,0,1,3,27,72,4330,"3,631"
47,178,0,1,3,27,72,4330,"2,582"
47,179,0,1,3,27,72,4330,"2,199"
47,180,0,1,3,27,72,4330,"1,973"
47,181,0,1,3,27,72,4330,"8,442"
47,182,0,1,3,27,72,4330,"5,710"
47,183,0,1,3,27,72,4330,"1,860"
47,184,0,1,3,27,72,4330,"4,050"
47,185,0,1,3,27,72,4330,"3,133"
47,186,0,1,3,27,72,4330,"3,750"
47,187,0,1,3,27,72,4330,"3,250"
47,188,0,1,3,27,72,4330,"3,970"
47,189,0,1,3,27,72,4330,"2,486"
47,190,0,1,3,27,72,4330,"2,087"
47,191,0,1,3,27,72,4330,"2,842"
47,192,0,1,3,27,72,4330,"3,841"
47,193,0,1,3,27,72,4330,"2,562"
47,194,0,1,3,27,72,4330,"4,944"
47,195,0,1,3,27,72,4330,"3,496"
47,196,0,1,3,27,72,4330,"3,531"
47,197,0,1,3,27,72,4330,"2,360"
47,198,0,1,3,27,72,4330,"1,273"
47,199,0,1,3,27,72,4330,"1,742"
47,200,0,1,3,27,72,4330,"1,499"
47,201,0,1,3,27,72,4330,"1,507"
47,202,0,1,3,27,72,4330,"1,678"
47,203,0,1,3,27,72,4330,"2,136"
47,204,0,1,3,27,72,4330,"1,529"
47,205,0,1,3,27,72,4330,"1,685"
47,206,0,1,3,27,72,4330,"2,189"
47,23,0,1,3,27,72,4330,February
47,207,0,1,3,27,72,4330,377
47,208,0,1,3,27,72,4330,"1,350"
49,209,0,1,3,27,72,4330,"5,851"
49,210,0,1,3,27,72,4330,"5,822"
50,211,0,1,3,27,72,4330,"7,417"
50,170,0,1,3,27,72,4330,"9,125"
51,212,0,1,3,27,72,4330,"2,598"
51,15,0,1,3,27,72,4330,"1,516"
52,213,0,1,3,27,72,4330,"2,899"
52,22,0,1,3,27,72,4330,"3,528"
52,214,0,1,3,27,72,4330,"3,230"
52,215,0,1,3,27,72,4330,"2,906"
52,216,0,1,3,27,72,4330,"1,235"
52,217,0,1,3,27,72,4330,538
0,0,0,2,21,32,68,4331,2248
0,1,0,2,21,32,68,4331,1994
0,2,0,2,21,32,68,4331,1822
0,3,0,2,21,32,68,4331,2419
0,4,0,2,21,32,68,4331,4455
1,5,0,2,21,32,68,4331,2025
1,6,0,2,21,32,68,4331,1850
1,7,0,2,21,32,68,4331,-
2,8,0,2,21,32,68,4331,2544
2,5,0,2,21,32,68,4331,2161
2,6,0,2,21,32,68,4331,1823
2,7,0,2,21,32,68,4331,-
3,8,0,2,21,32,68,4331,5014
3,5,0,2,21,32,68,4331,3563
3,6,0,2,21,32,68,4331,2962
3,7,0,2,21,32,68,4331,4538
4,1,0,2,21,32,68,4331,-
4,6,0,2,21,32,68,4331,3063
4,3,0,2,21,32,68,4331,-
5,8,0,2,21,32,68,4331,4814
5,5,0,2,21,32,68,4331,3752
5,6,0,2,21,32,68,4331,2912
5,7,0,2,21,32,68,4331,4570
6,9,0,2,21,32,68,4331,2928
7,10,0,2,21,32,68,4331,8988
7,11,0,2,21,32,68,4331,8429
7,12,0,2,21,32,68,4331,6402
8,13,0,2,21,32,68,4331,2453
8,14,0,2,21,32,68,4331,2527
9,13,0,2,21,32,68,4331,2250
9,14,0,2,21,32,68,4331,2585
10,15,0,2,21,32,68,4331,2472
10,16,0,2,21,32,68,4331,3008
11,15,0,2,21,32,68,4331,3194
11,17,0,2,21,32,68,4331,4097
12,18,0,2,21,32,68,4331,2082
13,19,0,2,21,32,68,4331,7119
13,20,0,2,21,32,68,4331,7077
13,21,0,2,21,32,68,4331,8568
13,22,0,2,21,32,68,4331,6818
13,23,0,2,21,32,68,4331,March
13,24,0,2,21,32,68,4331,4316
13,25,0,2,21,32,68,4331,4316
13,26,0,2,21,32,68,4331,4793
14,27,0,2,21,32,68,4331,9211
14,28,0,2,21,32,68,4331,9449
14,29,0,2,21,32,68,4331,10139
14,30,0,2,21,32,68,4331,6663
14,31,0,2,21,32,68,4331,8283
14,32,0,2,21,32,68,4331,12230
14,33,0,2,21,32,68,4331,7320
14,34,0,2,21,32,68,4331,7441
14,24,0,2,21,32,68,4331,6716
14,25,0,2,21,32,68,4331,3541
14,26,0,2,21,32,68,4331,6669
15,35,0,2,21,32,68,4331,4674
15,36,0,2,21,32,68,4331,5863
15,37,0,2,21,32,68,4331,10669
15,38,0,2,21,32,68,4331,9482
16,35,0,2,21,32,68,4331,12868
16,39,0,2,21,32,68,4331,8580
16,40,0,2,21,32,68,4331,7239
16,41,0,2,21,32,68,4331,8263
16,42,0,2,21,32,68,4331,56500
16,43,0,2,21,32,68,4331,22795
17,35,0,2,21,32,68,4331,3311
17,37,0,2,21,32,68,4331,3685
17,44,0,2,21,32,68,4331,3538
18,45,0,2,21,32,68,4331,4261
18,46,0,2,21,32,68,4331,4893
18,47,0,2,21,32,68,4331,7019
18,48,0,2,21,32,68,4331,14636
18,49,0,2,21,32,68,4331,18326
18,50,0,2,21,32,68,4331,4221
